Pallet_ID,timestamp,latitude,longitude
A21547,00:00,40.88352187,-98.46176873
W61644,00:00,32.30471152,-96.96556778
Y01074,00:00,44.05693051,-100.2251157
V31548,00:33,40.85277018,-99.03394678
L8886,02:52,39.51298407,-104.8942257
P11420,08:23,39.12048102,-93.69081429
G31255,09:59,34.22812142,-118.0860371
U91645,12:25,31.81034845,-97.10902115
W0887,14:21,39.84181657,-104.719148
U21646,22:41,31.68151746,-96.89352701
E3888,00:00,39.5960097,-104.7650865
L41647,00:00,31.8276105,-97.33129988
G1647,00:00,39.43011062,-119.9474326
I31075,00:00,43.82803928,-101.6855135
P3889,00:00,39.80044639,-104.8281543
F91421,00:00,39.18343311,-93.46399532
A1648,00:00,39.35251067,-120.2061205
Z11076,00:00,43.80857855,-102.426141
D21549,00:00,41.07876202,-100.1669776
T11648,00:00,31.4115016,-97.44244449
E11077,00:00,43.82354842,-102.483489
X01350,00:00,39.06921601,-93.20826687
H71550,01:41,41.00757602,-100.5323569
P61649,03:43,31.07423239,-97.37535243
S21256,10:24,34.4546788,-118.5840274
M01551,11:52,40.8711734,-100.7222177
J21650,13:58,30.94916933,-97.14582529
T0649,16:49,39.3743849,-120.1787995
U41552,22:04,41.34642746,-100.7203628
T11651,00:00,30.83613773,-97.2259155
R2650,00:00,39.31841781,-120.093706
B71351,00:00,39.02441382,-92.11105389
V11078,00:00,44.40943931,-103.2792233
M01553,00:00,40.95123413,-101.2645859
P91652,00:00,30.74299798,-97.82163248
F9651,00:00,39.43608839,-120.3785697
Q51079,00:00,44.66479598,-103.8057382
G4652,00:00,39.17681357,-120.1451518
Q0653,09:38,39.51775948,-120.4127425
V11554,13:00,40.89357133,-101.902445
S21000,15:06,44.78878567,-103.9253869
Q51653,15:32,30.33018346,-97.79110651
E0654,20:12,39.4738248,-120.3184793
X01352,20:59,39.07581542,-91.24295712
I21001,00:00,44.47968004,-103.8145049
Y5655,00:00,39.44525619,-120.1076771
Y71257,00:00,35.2724904,-119.2829244
Q11002,00:00,44.80344798,-104.3351474
G6656,00:00,39.0887538,-120.4440651
Y7657,00:00,39.29510435,-120.3916455
L21555,00:00,40.95014899,-102.9800301
Y21258,01:09,36.23466679,-120.3859968
F4658,02:27,39.36108321,-120.7240694
A31259,11:14,36.75983937,-120.6314253
K41556,14:09,41.34955612,-104.0682729
B11353,22:11,38.94420319,-90.78285192
F0659,23:35,39.35731085,-120.5714716
Q51260,00:00,37.07800889,-121.1825572
S61003,00:00,45.34158541,-106.1620293
M5660,00:00,39.52691482,-120.8648784
J21004,00:00,45.41594529,-106.4238166
P9661,00:00,39.24986949,-120.5988317
B31557,00:00,41.27972184,-105.078019
N41005,04:08,45.67988857,-106.5549325
J9662,05:50,39.44671187,-120.777877
N51354,13:11,38.89164729,-90.35477311
V41006,15:02,45.72537224,-106.593915
T91558,15:17,41.00510954,-105.2326307
N81559,00:00,41.05981917,-105.3736439
R41007,00:00,45.39574901,-106.86455
F0663,00:00,39.18654939,-120.8204431
M11008,00:00,45.38255273,-106.9822894
E11560,00:00,41.2999851,-105.9695194
W61355,00:00,38.73626166,-90.19165846
X01561,00:00,41.54904026,-106.0855658
B31356,04:10,38.3984867,-89.82289166
J01261,12:03,37.08952684,-121.3095415
U91357,14:22,38.60716274,-89.62282245
J8664,19:46,39.11811894,-121.070997
X91009,00:00,45.75718204,-108.5219374
U71262,00:00,37.37363761,-121.9041
T21358,00:00,38.5918064,-89.73243945
L9665,00:00,38.74879177,-121.5590885
W3666,00:00,38.42112195,-121.3542616
C11010,00:00,45.66076302,-108.7762422
N31562,00:00,41.77161539,-107.3012224
J41263,02:24,37.28009745,-121.6952335
P21011,04:03,45.80366931,-109.2958694
L61012,14:57,45.64401356,-109.5398257
M81563,17:33,41.58897077,-108.3656234
B51013,00:00,45.87255323,-109.8764303
P91359,00:00,38.21406074,-88.97910887
K91360,00:00,38.10853921,-88.71637579
J71564,00:00,41.71225742,-109.4604503
N11361,06:34,37.97421715,-88.93021169
Y21565,18:41,41.62438369,-110.2147184
C01014,20:22,45.5035067,-111.0415714
B81015,00:00,45.78447022,-110.9609077
S01016,00:00,45.7235449,-111.2203588
H11362,00:00,37.27357787,-88.78178248
N71017,00:00,46.06357209,-111.5441616
I81363,00:00,37.45618772,-88.9850178
X61018,03:58,45.69100249,-112.1232772
F41566,09:38,41.46577865,-110.8531899
H61364,17:58,37.14904863,-88.66683114
U31019,00:00,45.83546011,-112.422862
K31020,00:00,46.13679805,-112.7487488
S21021,00:00,46.03598018,-112.627065
E61022,00:00,46.46658435,-112.6661192
T91365,00:00,37.08074815,-88.58724156
V01366,08:58,37.01015565,-88.35424796
O61367,19:10,37.19214789,-88.32326904
Z21567,20:57,40.89132634,-111.7706969
U21368,00:00,37.23223663,-87.98960018
X51023,00:00,46.64942354,-113.4206532
X01369,00:00,37.29169337,-87.9315379
F51370,00:00,36.86572081,-88.0691667
N61568,00:00,41.78988063,-112.0509044
G91024,00:00,46.93143694,-113.530668
V11025,03:53,46.95261186,-113.5839197
Z01371,10:10,36.96362139,-87.86270352
C31569,11:54,41.88397964,-112.2078943
H01026,00:00,46.58674064,-113.6246156
M91570,00:00,41.80389279,-112.5205004
K21027,00:00,46.87084731,-113.7655457
Z31372,00:00,36.38645655,-87.51765115
X41028,00:00,47.14341988,-114.3361606
Z31373,01:10,36.37904679,-87.3931831
S41571,02:51,42.35475935,-112.8200702
Y41029,09:18,47.24122435,-114.4102974
Z11374,11:22,36.62145006,-87.15929031
R11572,13:02,42.36546862,-113.2184398
N61030,20:12,46.93231254,-114.8954079
U51031,00:00,47.1787028,-115.2728702
V11032,00:00,47.44897555,-115.2892086
N31033,03:48,47.43822046,-115.091282
N11375,12:34,36.17665896,-86.68434614
U81573,14:11,42.84401904,-114.1952838
K21034,14:43,47.1802999,-115.2944678
W21376,22:46,35.58568811,-86.09653721
K11574,00:00,42.73230351,-114.5561203
N71035,00:00,47.5831742,-115.5574684
N41575,00:00,42.7841225,-114.8234093
W01036,00:00,47.22954323,-115.5729285
J71377,00:00,35.41289995,-86.1062447
T71037,00:00,47.64479107,-115.4471895
V01576,00:00,43.15159972,-115.0107127
V01038,09:13,47.52211781,-115.7118695
N11378,13:46,35.08735063,-85.53716854
M21577,00:00,42.78396744,-115.4862332
U81379,00:00,34.87152783,-85.65170167
I71039,00:00,47.68819304,-115.6638216
S61380,00:00,35.06627481,-85.48913463
Q01040,14:38,47.59595525,-115.7174612
I31041,00:00,47.26319518,-115.9866885
P21381,00:00,35.10766463,-85.01230315
U71578,00:00,43.53337561,-116.4909286
G81382,00:00,34.69681362,-85.05637706
Y71383,05:58,34.45604562,-84.79305354
V21579,07:24,43.87821291,-116.8568222
M31042,20:02,47.70442662,-116.7233111
C71384,00:00,34.159634,-84.96322217
H11043,00:00,47.41360597,-116.7391416
M61385,00:00,34.00622205,-84.83199629
T81044,03:39,47.58565784,-116.5560203
Z31580,08:32,44.65655722,-117.2920601
M31386,17:22,34.29181351,-84.66352104
Z61500,18:43,44.87369793,-117.7388266
Z81501,00:00,44.95598261,-117.9862174
U91045,00:00,47.83426801,-117.1613172
L91046,00:00,47.72511735,-117.1204749
C81502,00:00,45.26790399,-118.1098386
T41503,09:40,45.47215574,-117.9541293
H61047,19:58,47.33465862,-117.9742359
T01048,00:00,46.94289382,-118.521552
S31504,00:00,45.47606194,-118.5515378
Y21049,00:00,47.06316972,-119.4244653
H51505,00:37,45.71209914,-118.4918134
S81050,03:34,47.00068016,-119.8808006
U81506,00:00,45.49567727,-118.7578787
K01507,11:56,45.73436555,-120.0631422
O61508,02:53,45.73238271,-121.4141809
Y01509,13:04,45.5603518,-121.4975188
Y51051,00:00,47.45211484,-121.644416
F31510,04:01,45.51357337,-121.8135776
K71511,14:12,45.61647909,-122.0195475
A91512,00:00,45.46492928,-121.8847681
P11513,00:00,45.65655269,-122.5627399
